Sales ID,Account,Date,Region,Sector,Item,Units
3038,PS Drinks,09/01/2022,London,Retail,CAP,30
3039,Isabel Mayfair,09/01/2022,London,Restaurant,CAR70,2
3040,Jamavar,09/01/2022,London,Restaurant,CAR70,1
3041,China Tang,10/01/2022,London,Hotel,CAR70,2
3042,Pier Luigi's Restaurant,10/01/2022,Beckhenham,Restaurant,CAR70,1
3043,Hovarda,11/01/2022,London,Restaurant,CAR70,26
3044,Sumosan Twiga,11/01/2022,London,Restaurant,CAR70,24
3045,Annabel's,11/01/2022,London,Other,CAU,1
3046,The Salusbury Winestore and Bar,11/01/2022,London,Retail,CAR70,12
3047,Mandrake Hotel,12/01/2022,London,Hotel,CAR70,24
3048,Proud Embankment,12/01/2022,London,Night Club,CAR70,6
3049,La Petite Maison,12/01/2022,London,Restaurant,CAR70,2
3050,Sucre London,12/01/2022,London,Restaurant,CAR70,1
3051,Hedonism Drinks Ltd,13/01/2022,London,Retail,CAR70,162
3052,Bagatelle Dover Street,13/01/2022,London,Restaurant,CAR70,54
3053,Beat,13/01/2022,London,Night Club,CAM,2
3054,Speciality Drinks Ltd,13/01/2022,London,Sub-Distributor / wholesale,CAA,1
3055,Selfridges Ltd,14/01/2022,London,Retail,CAR70,90
3056,The Wine Reserve,14/01/2022,Cobham,Retail,CAR70,30
3057,Champers ( Wholesale) Ltd,14/01/2022,London,Sub-Distributor / wholesale,CAA,5
3058,Harrods,14/01/2022,London,Retail,GUERRERO,16
3059,Bardo St James,15/01/2022,London,Restaurant,CAR70,8
3060,Casa Cruz,15/01/2022,London,Restaurant,CAR70,2
3061,Coya Restaurant,15/01/2022,London,Restaurant,CAR70,1
3062,Chiltern Street Hotel Ltd,16/01/2022,London,Hotel,CAR20,69
3063,Gerry's Wine & Spirits - SPIRIT orders,16/01/2022,London,Retail,CAR70,16
3064,The Grapevine,16/01/2022,London,Retail,CAU,12
3065,Drink with Sasha,17/01/2022,London,Online Shop,CAU,1
3066,Club Liv,17/01/2022,Manchester,Night Club,CAR70,7
3067,Tramp,17/01/2022,London,Night Club,CAP,6
3068,Sumosan Twiga,17/01/2022,London,Restaurant,CAP,3
3069,The London Reign,18/01/2022,London,Night Club,CAR70,30
3070,The NoMad Hotel,18/01/2022,London,Hotel,CAP,1
3071,Maison Estelle,18/01/2022,London,Other,CAR70,2
3072,Inca,19/01/2022,London,Night Club,CAP,6
3073,Mimi's Bar & Lounge,19/01/2022,London,Hotel,CAR70,5
3074,TAPE LONDON,20/01/2022,London,Night Club,CAR70,96
3075,Hedonism Drinks Ltd,20/01/2022,London,Retail,CAP,36
3076,Hedonism Drinks Ltd,21/01/2022,London,Retail,CAU,4
3077,Churchill,21/01/2022,London,Hotel,CAR70,1
3078,Muccis,21/01/2022,London,Restaurant,CAR70,1
3079,The Box Soho,22/01/2022,London,Night Club,CAU,3
3080,Hammonds Of Knutsford Plc,23/01/2022,Manchester,Sub-Distributor / wholesale,CAP,12
3081,Selfridges Ltd,23/01/2022,London,Retail,CAR20,72
3082,Electshow,23/01/2022,London,Night Club,CAR70,2
3083,The Drinks Club,23/01/2022,London,Sub-Distributor / wholesale,CAP,24
3084,Tramp,24/01/2022,London,Night Club,CAR70,12
3085,Azteca Chelsea,24/01/2022,London,Restaurant,CAR70,7
3086,The Arts Club,24/01/2022,London,Other,CAP,2
3087,"The Standard Hotel, London",24/01/2022,London,Hotel,CAM,1
3088,MNKY HSE,25/01/2022,London,Night Club,CAR70,7
3089,Selfridges Ltd,25/01/2022,London,Retail,GUERRERO,14
3090,5 Hertford Street Ltd,25/01/2022,London,Other,CAU,1
3091,Mollies Motel & Diner,26/01/2022,Farringdon,Hotel,CAR70,4
3092,Blanchette,26/01/2022,London,Restaurant,CAR70,2
3093,Harvey Nichols Limited,27/01/2022,London,Retail,CAM,12
3094,The Windmill Soho,28/01/2022,London,Night Club,CAU,2
3095,Harvey Nichols Limited,28/01/2022,London,Retail,CAU,3
3096,Beat,28/01/2022,London,Night Club,CAR70,12
3097,Laytons,28/01/2022,London,Retail,CAM,6
3098,Drink with Sasha,29/01/2022,London,Online Shop,CAR70,37
3099,Hard to Find Wines Ltd,29/01/2022,Birmingham,Online Shop,CAR70,24
3100,Amazon Sales,29/01/2022,London,Online Shop,CAP,10
3101,The Cellar Tasting House & Wine Merchant,29/01/2022,Lymington,Retail,CAR20,1
3102,Hampshire Contract Services Limited,30/01/2022,Hampshire,Retail,CAR70,10
3103,OBLIX,30/01/2022,London,Restaurant,CAP,1
3104,Cococure,30/01/2022,London,Night Club,CAR70,6
3105,Bankers Cat,30/01/2022,Leeds,Bar,CAR70,1
3106,Market Cat,30/01/2022,York,Bar,CAR70,1
3107,Quaglinos,30/01/2022,London,Restaurant,CAR70,1
3108,"The Standard Hotel, London",30/01/2022,London,Hotel,CAA,3
3109,Hedonism Drinks Ltd,31/01/2022,London,Retail,GUERRERO,12
3110,HILTON LONDON PARK LANE 2,31/01/2022,London,Hotel,CAR70,6
3111,Il Borro Tuscan Bistro,31/01/2022,London,Restaurant,CAR70,2
3112,KOL,01/02/2022,London,Restaurant,CAR70,71
3113,Amazonico UK,01/02/2022,London,Restaurant,CAR70,16
3114,Harvey Nichols Limited,01/02/2022,London,Retail,LAP,12
3115,Maddox Club,02/02/2022,London,Night Club,CAR70,12
3116,Inca,02/02/2022,London,Night Club,GUERRERO,1
3117,Chinawhite Manchester,02/02/2022,Manchester,Night Club,CAR70,3
3118,PS Drinks,03/02/2022,London,Retail,LAP,6
3119,Taqueria,03/02/2022,London,Restaurant,CAR70,2
3120,Tabu London,04/02/2022,London,Night Club,CAR70,13
3121,Treehouse,04/02/2022,London,Hotel,CAR70,2
3122,Gerry's Wine & Spirits - SPIRIT orders,04/02/2022,London,Retail,CAA,1
3123,Mexgrocer,05/02/2022,London,Online Shop,CAR70,60
3124,Kol,05/02/2022,London,Restaurant,CAR70,12
3125,Nobu Hotel,05/02/2022,London,Hotel,CAP,2
3126,Townhouse 22,06/02/2022,London,Other,CAR70,12
3127,Park Chinois,06/02/2022,London,Restaurant,CAP,6
3128,The Grapevine,06/02/2022,London,Retail,CAP,240
3129,Cirque le soir,07/02/2022,London,Night Club,CAU,2
3130,Bulgari Hotel,07/02/2022,London,Hotel,CAR70,8
3131,"The Standard Hotel, London",07/02/2022,London,Hotel,CAR70,3
3132,Nikita Mayfair,08/02/2022,London,Other,CAR70,47
3133,Maison Estelle,08/02/2022,London,Other,CAP,3
3134,Speciality Drinks Ltd,08/02/2022,London,Sub-Distributor / wholesale,CAP,99
3135,Inca,08/02/2022,London,Night Club,CAP,24
3136,Beat,09/02/2022,London,Night Club,CAP,2
3137,Laytons,09/02/2022,London,Retail,CAR70,120
3138,Belgabar,09/02/2022,Leeds,Bar,CAR70,3
3139,Speciality Drinks Ltd,09/02/2022,London,Sub-Distributor / wholesale,GUERRERO,9
3140,Cirque le soir,10/02/2022,London,Night Club,CAR70,36
3141,Hard to Find Wines Ltd,10/02/2022,Birmingham,Online Shop,CAA,3
3142,Inca,10/02/2022,London,Night Club,CAM,1
3143,Jin Bo Law Skybar,10/02/2022,London,Bar,CAR70,6
3144,Seven Cellars,10/02/2022,Brighton,Retail,CAR70,6
3145,Mnkye Hse,11/02/2022,London,Night Club,CAP,1
3146,Appleberry Foods Ltd,12/02/2022,London,Online Shop,CAR70,60
3147,Selfridges Ltd,12/02/2022,London,Retail,CAA,3
3148,Jin Bo Law Skybar,13/02/2022,London,Bar,CAP,6
3149,Selfridges Ltd,13/02/2022,London,Retail,CAM,2
3150,Studio Spaces Ltd,13/02/2022,London,Other,CAR70,6
3151,Speciality Drinks Ltd,14/02/2022,London,Sub-Distributor / wholesale,CAR70,205
3152,Best Wines London,14/02/2022,London,Sub-Distributor / wholesale,GUERRERO,3
3153,Beat,14/02/2022,London,Night Club,CAP,4
3154,The Champagne Company UK Ltd,14/02/2022,Birmingham,Online Shop,CAR70,6
3155,Kibele,14/02/2022,London,Restaurant,CAR70,2
3156,Edwardian Pastoria Hotels,15/02/2022,London,Hotel,CAP,4
3157,Noble Palace Ltd,15/02/2022,London,Restaurant,CAR70,1
3158,Venus Wine & Spirit Merchants PLC,15/02/2022,London,Sub-Distributor / wholesale,CAA,2
3159,Bagatelle,16/02/2022,London,Restaurant,CAR70,18
3160,Luxx,16/02/2022,London,Night Club,CAR70,13
3161,Bulgari Hotel,16/02/2022,London,Hotel,CAR70,2
3162,Taqueria Nottinghill,16/02/2022,London,Restaurant,CAR70,1
3163,VIP Bottles,17/02/2022,Leicester ,Online Shop,CAR70,180
3164,Townhouse 22,17/02/2022,London,Other,CAM,3
3165,Tabu London,17/02/2022,London,Night Club,CAR70,12
3166,Master of Malt,18/02/2022,London,Online Shop,CAP,228
3167,23 Wine & Whiskey,18/02/2022,Leicester,Retail,CAR70,6
3168,Speciality Drinks Ltd,18/02/2022,London,Sub-Distributor / wholesale,CAM,2
3169,Pier Luigi's Restaurant,19/02/2022,Beckhenham,Restaurant,CAP,1
3170,Harvey Nichols Limited,20/02/2022,London,Retail,CAR70,24
3171,Hedonism Drinks Ltd,20/02/2022,London,Retail,CAM,18
3172,5 Hertford Street Ltd,20/02/2022,London,Other,CAP,6
3173,Maison Estelle,21/02/2022,London,Other,CAR70,6
3174,The NoMad Hotel,21/02/2022,London,Hotel,CAR70,3
3175,Townhouse 22,22/02/2022,London,Other,CAA,3
3176,Harvey Nichols Limited,22/02/2022,London,Retail,CAA,6
3177,Selfridges Ltd,22/02/2022,London,Retail,CAP,24
3178,Giannis Ristorante Limited,22/02/2022,Yorkshire,Restaurant,CAR70,4
3179,Tabu London,23/02/2022,London,Night Club,CAP,1
3180,Drink with Sasha,23/02/2022,London,Online Shop,CAP,2
3181,Beat,23/02/2022,London,Night Club,CAR70,6
3182,Mark's Club,23/02/2022,London,Other,CAR70,1
3183,"The Standard Hotel, London",23/02/2022,London,Hotel,CAU,1
3184,Il Borro Tuscan Bistro,23/02/2022,London,Restaurant,CAR70,1
3185,The Grapevine,24/02/2022,London,Retail,CAR70,240
3186,Zuma,24/02/2022,London,Restaurant,CAR70,16
3187,12 Hay Hill,24/02/2022,London,Other,CAR70,3
3188,Maison Assouline,24/02/2022,London,Bar,CAR70,2
3189,Amathus Drinks PLC,25/02/2022,London,Sub-Distributor / wholesale,CAR70,78
3190,Sea Containers Hotel,25/02/2022,London,Hotel,CAR70,5
3191,Kosmopol Limited,25/02/2022,London,Bar,CAR70,3
3192,Amazonico UK,25/02/2022,London,Restaurant,CAA,2
3193,Scotch of St James,26/02/2022,London,Night Club,CAP,3
3194,The Conduit,26/02/2022,London,Other,CAR70,1
3195,Amazonico UK,27/02/2022,London,Restaurant,CAP,9
3196,Cafe Pacifico,27/02/2022,London,Restaurant,CAR70,1
3197,Best Wines London,28/02/2022,London,Sub-Distributor / wholesale,CAR70,212
3198,Drink with Sasha,28/02/2022,London,Online Shop,GUERRERO,2
3199,KOL,28/02/2022,London,Restaurant,CAP,1
3200,Harry's Bar,28/02/2022,London,Bar,CAR70,2
3201,VIP Bottles,28/02/2022,Leicester ,Online Shop,CAM,2
3202,23 Wine & Whiskey,01/03/2022,Leicester,Retail,CAP,3
3203,Maison Estelle,01/03/2022,London,Other,CAA,8
3204,Champers ( Wholesale) Ltd,02/03/2022,London,Sub-Distributor / wholesale,CAP,55
3205,Venus Wine & Spirit Merchants PLC,02/03/2022,London,Sub-Distributor / wholesale,CAR70,19
3206,Nickolls & Perks,02/03/2022,Birmingham,Retail,CAR70,6
3207,Zuma,03/03/2022,London,Restaurant,CAP,6
3208,The Soho Hotel,03/03/2022,London,Hotel,CAR70,1
3209,"The Standard Hotel, London",03/03/2022,London,Hotel,CAR20,1
3210,Old Bengal Bar,04/03/2022,London,Restaurant,CAP,1
3211,Jumeirah Carlton Tower,04/03/2022,London,Hotel,CAA,1
3212,Louie London,04/03/2022,London,Restaurant,CAR70,3
3213,Goodman Mayfair,04/03/2022,London,Restaurant,CAP,2
3214,The Walmer Castle,04/03/2022,London,Restaurant,CAP,1
3215,Platinum Lace,05/03/2022,London,Night Club,CAR70,20
3216,The Secret Lounge,05/03/2022,London,Bar,CAR70,6
3217,Cache Cache and Buns & Buns,05/03/2022,London,Restaurant,CAR70,6
3218,MIMI MEI FAIR,05/03/2022,London,Restaurant,CAR70,3
3219,Pavement Vaults,05/03/2022,York,Restaurant,CAR70,1
3220,Appleberry Foods Ltd,06/03/2022,London,Online Shop,CAP,30
3221,Champers ( Wholesale) Ltd,06/03/2022,London,Sub-Distributor / wholesale,CAR20,12
3222,Townhouse 22,06/03/2022,London,Other,CAU,1
3223,Hovarda,06/03/2022,London,Restaurant,CAM,2
3224,Sao Foundation,06/03/2022,London,Other,CAR70,6
3225,Bloc 40,06/03/2022,Brentwood,Night Club,CAR70,6
3226,Harvey Nichols Limited,07/03/2022,London,Retail,CAP,22
3227,Hermitage Road,07/03/2022,Hertfordshire,Restaurant,CAP,1
3228,The Cuckoo Club,07/03/2022,London,Night Club,CAR70,6
3229,Treehouse,07/03/2022,London,Hotel,CAP,1
3230,Giovanni,07/03/2022,London,Restaurant,CAR70,2
3231,Beat,08/03/2022,London,Night Club,CAM,2
3232,St James' Court,08/03/2022,London,Hotel,CAP,1
3233,Jazz Café,08/03/2022,London,Bar,CAR70,4
3234,Master of Malt,09/03/2022,London,Online Shop,CAR70,208
3235,The Drinks Club,09/03/2022,London,Sub-Distributor / wholesale,CAR70,46
3236,Banana Split Ltd,09/03/2022,London,Other,CAR70,36
3237,Nobu Hotel,09/03/2022,London,Hotel,CAR70,4
3238,Roka Mayfair,09/03/2022,London,Restaurant,CAR70,3
3239,The Old Queens Head,09/03/2022,London,Restaurant,CAR70,1
3240,Brinkley's,10/03/2022,London,Restaurant,CAR70,9
3241,Cirque Soir,10/03/2022,London,Night Club,CAR70,3
3242,Jeru London,10/03/2022,London,Restaurant,CAR70,1
3243,Chiltern Street Hotel Ltd,11/03/2022,London,Hotel,CAR70,96
3244,Annabel's,11/03/2022,London,Other,CAA,5
3245,Hedonism Drinks Ltd,13/03/2022,London,Retail,LAP,6
3246,Laytons,13/03/2022,London,Retail,CAA,6
3247,VIP Bottles,13/03/2022,Leicester ,Online Shop,CAA,2
3248,Disrepute,14/03/2022,London,Bar,CAP,1
3249,The Waterside Inn,14/03/2022,London,Restaurant,CAR70,1
3250,All About Love Limited,15/03/2022,London,Bar,CAR70,1
3251,Cuckoo Club,16/03/2022,London,Night Club,CAR70,12
3252,Harvey Nichols Limited,16/03/2022,London,Retail,CAR20,24
3253,Speciality Drinks Ltd,16/03/2022,London,Sub-Distributor / wholesale,CAU,2
3254,Scotch of St James,16/03/2022,London,Night Club,CAR70,1
3255,Hard to Find Whiskey,17/03/2022,Birmingham,Online Shop,CAR70,96
3256,Beat,17/03/2022,London,Night Club,CAR70,12
3257,Hard to Find Wines Ltd,17/03/2022,Birmingham,Online Shop,CAP,12
3258,Alfred Dunhill Club,17/03/2022,London,Other,CAR70,4
3259,The Grapevine,17/03/2022,London,Retail,CAA,30
3260,Enotria & Coe,18/03/2022,London,Sub-Distributor / wholesale,CAR70,6
3261,The Cellar Tasting House & Wine Merchant,18/03/2022,Lymington,Retail,CAR70,3
3262,Townhouse 22,19/03/2022,London,Other,CAR20,36
3263,The Champagne Company UK Ltd,19/03/2022,Birmingham,Online Shop,CAP,6
3264,Annabel's,20/03/2022,London,Other,CAR70,110
3265,Imperial Treasure,20/03/2022,London,Restaurant,CAR70,2
3266,Metropolis,20/03/2022,London,Night Club,CAR70,2
3267,Beaverbrook Townhouse,21/03/2022,London,Hotel,CAP,1
3268,The Salusbury Winestore and Bar,21/03/2022,London,Retail,CAP,12
3269,The Barber Shop,21/03/2022,Hertfordshire,Bar,CAR70,1
3270,The Box Soho,22/03/2022,London,Night Club,CAR70,30
3271,Chiltern Street Hotel Ltd,22/03/2022,London,Hotel,CAM,1
3272,Bulgari Hotel,22/03/2022,London,Hotel,CAP,1
3273,The Maine,23/03/2022,London,Restaurant,CAP,2
3274,Hammonds Of Knutsford Plc,23/03/2022,Manchester,Sub-Distributor / wholesale,CAR70,60
3275,Goodman Mayfair,23/03/2022,London,Restaurant,CAR70,1
3276,Bagatelle Dover Street,24/03/2022,London,Restaurant,CAP,7
3277,Master of Malt,24/03/2022,London,Online Shop,CAU,2
3278,Selfridges Ltd,24/03/2022,London,Retail,CAU,5
3279,The Conran Shop,25/03/2022,London,Retail,CAR70,18
3280,Gerry's Wine & Spirits - SPIRIT orders,25/03/2022,London,Retail,CAP,6
3281,Pier Luigi's Restaurant,25/03/2022,Beckhenham,Restaurant,CAA,1
3282,The Champagne Company UK Ltd,25/03/2022,Birmingham,Online Shop,LAP,6
3283,Jumeirah Carlton Tower,26/03/2022,London,Hotel,CAR70,3
3284,The Soho Hotel,27/03/2022,London,Hotel,CAP,1
3285,Saxty's Wines,27/03/2022,Hereford,Retail,CAR70,18
3286,Champers ( Wholesale) Ltd,27/03/2022,London,Sub-Distributor / wholesale,CAM,9
3287,Pan Pacific London Hotel,27/03/2022,London,Hotel,CAA,1
3288,Oscars,27/03/2022,London,Night Club,CAR70,3
3289,City and Country Hotels Ltd,27/03/2022,London,Hotel,CAR70,2
3290,Beat,28/03/2022,London,Night Club,CAP,6
3291,Toca Social UK Limited,28/03/2022,London,Bar,CAR70,1
3292,Hutong,28/03/2022,London,Restaurant,CAR70,1
3293,Champers ( Wholesale) Ltd,29/03/2022,London,Sub-Distributor / wholesale,CAR70,76
3294,Hedonism Drinks Ltd,30/03/2022,London,Retail,CAR20,18
3295,"The Standard Hotel, London",30/03/2022,London,Hotel,CAP,1
3296,"The Standard Hotel, London",30/03/2022,London,Hotel,LAP,1
3297,Nowhere Events,31/03/2022,London,Other,CAP,3
3298,INKD,31/03/2022,London,Online Shop,CAR70,6
3299,Saxty's Wines,31/03/2022,Hereford,Retail,CAP,21
4000,The Conran Shop,01/04/2022,London,Retail,CAR70,32
4001,The Drinks Club,01/04/2022,London,Sub-Distributor / wholesale,CAM,11
4002,Jin Bo Law Skybar,01/04/2022,London,Bar,CAP,3
4003,Findlay Wines,01/04/2022,Devon,Retail,LAP,1
4004,Jin Bo Law Skybar,02/04/2022,London,Bar,CAR20,18
4005,MNKY HSE,02/04/2022,London,Night Club,CAR70,12
4006,Harvey Nichols Limited,02/04/2022,London,Retail,CAM,12
4007,Miraflores Bar and Lounge,02/04/2022,London,Restaurant,CAR70,3
4008,Brunswick Fine Wine and Spirits,02/04/2022,Brighton,Retail,CAR70,2
4009,Amazonico UK,03/04/2022,London,Restaurant,CAP,7
4010,Isabel,03/04/2022,London,Restaurant,CAR70,3
4011,Speciality Drinks Ltd,03/04/2022,London,Sub-Distributor / wholesale,CAU,1
4012,HT Drinks,04/04/2022,London,Cash & Carry,CAR70,180
4013,Treehouse,04/04/2022,London,Hotel,CAR70,26
4014,Zuma,04/04/2022,London,Restaurant,CAR70,12
4015,The Cadogan Arms,04/04/2022,London,Restaurant,CAR70,6
4016,Bankers Cat,05/04/2022,Leeds,Bar,CAR70,1
4017,1910 Cantina,05/04/2022,London,Restaurant,CAP,1
4018,Chiltern Firehouse,06/04/2022,London,Hotel,CAR70,30
4019,Townhouse 22,06/04/2022,London,Other,CAP,2
4020,Cactus Hound Bar,06/04/2022,Saint Leonards-on-sea,Restaurant,CAR70,1
4021,The Cellar Tasting House & Wine Merchant,06/04/2022,Lymington,Retail,CAR70,1
4022,Jeru London,06/04/2022,London,Restaurant,CAR70,1
4023,TAPE LONDON,07/04/2022,London,Night Club,CAR70,129
4024,Park Chinois,07/04/2022,London,Restaurant,CAR70,21
4025,Sumosan Twiga,07/04/2022,London,Restaurant,CAR70,18
4026,Sexy Fish,07/04/2022,London,Restaurant,CAR70,1
4027,The London Reign,08/04/2022,London,Night Club,CAR70,48
4028,Isabel,08/04/2022,London,Restaurant,CAR70,4
4029,Iris Avenue,08/04/2022,London,Other,CAP,1
4030,Townhouse 22,08/04/2022,London,Other,CAM,1
4031,Rita's Cocktail Bar,08/04/2022,Southampton,Restaurant,CAA,1
4032,Nusr-ET Steakhouse,08/04/2022,London,Restaurant,CAR70,1
4033,Muccis,09/04/2022,London,Restaurant,CAR70,5
4034,Cafe Pacifico,09/04/2022,London,Restaurant,CAR70,1
4035,Harry's Bar,10/04/2022,London,Bar,CAR70,8
4036,Oscars,10/04/2022,London,Night Club,CAR70,6
4037,Canopy By Hilton,10/04/2022,London,Hotel,CAR70,2
4038,Sushi Samba,10/04/2022,London,Restaurant,CAP,2
4039,Sophie's Soho,10/04/2022,London,Restaurant,CAA,1
4040,Harvey Nichols Limited,11/04/2022,London,Retail,CAR70,74
4041,Tramp,11/04/2022,London,Other,CAP,30
4042,Inca,11/04/2022,London,Night Club,CAR70,12
4043,Hedonism Drinks Ltd,11/04/2022,London,Retail,GUERRERO,6
4044,Speciality Drinks Ltd,11/04/2022,London,Sub-Distributor / wholesale,GUERRERO,4
4045,"The Standard Hotel, London",11/04/2022,London,Hotel,CAM,1
4046,Beaverbrook Townhouse,12/04/2022,London,Hotel,CAP,2
4047,The Vineyard Belfast,12/04/2022,Belfast,Retail,CAP,2
4048,Nusr-ET Steakhouse,12/04/2022,London,Restaurant,CAP,2
4049,Hammonds Of Knutsford Plc,13/04/2022,Manchester,Sub-Distributor / wholesale,CAU,6
4050,KOL,13/04/2022,London,Restaurant,CAR70,2
4051,5 Hertford Street,13/04/2022,London,Other,CAM,2
4052,Tattu Manchester,13/04/2022,Manchester,Restaurant,CAR70,2
4053,Nomad,13/04/2022,London,Hotel,CAR70,1
4054,Market Cat,13/04/2022,York,Bar,CAR70,1
4055,Amano,13/04/2022,London,Hotel,CAP,1
4056,34 Mayfair,14/04/2022,London,Restaurant,CAR70,3
4057,Drink with Sasha,14/04/2022,London,Sub-Distributor / wholesale,CAM,2
4058,Audemars Piguet,14/04/2022,London,Other,CAM,1
4059,Tabu London,15/04/2022,London,Night Club,CAR70,42
4060,DrinkSupermaket.com Ltd,15/04/2022,London,Online Shop,CAP,31
4061,The Blues Kitchen,15/04/2022,London,Restaurant,CAR70,2
4062,OBLIX,15/04/2022,London,Restaurant,CAR70,2
4063,German Gymnasium,15/04/2022,London,Restaurant,CAP,1
4064,Amathus Drinks PLC,16/04/2022,London,Retail,CAP,36
4065,Belgabar,16/04/2022,Leeds,Bar,CAR70,1
4066,HILTON LONDON PARK LANE 2,17/04/2022,London,Hotel,CAR70,10
4067,Roka Canary Wharf,17/04/2022,London,Restaurant,CAR70,8
4068,Alfred Dunhill Club,17/04/2022,London,Other,CAR70,3
4069,Electshow Ltd,17/04/2022,London,Night Club,CAR70,2
4070,Mezcalito Chelsea,17/04/2022,London,Restaurant,CAR70,2
4071,La Petite Maison,17/04/2022,London,Restaurant,CAA,1
4072,Bagatelle,18/04/2022,London,Restaurant,CAR70,8
4073,Harvey Nichols Limited,18/04/2022,London,Retail,LAP,6
4074,Bagatelle,18/04/2022,London,Restaurant,CAR1.75,2
4075,The Soho Hotel,18/04/2022,London,Hotel,CAR70,2
4076,Cuckoo Club,19/04/2022,London,Night Club,CAR70,60
4077,Maddox Club,19/04/2022,London,Night Club,CAR70,60
4078,The Drinks Club,19/04/2022,London,Sub-Distributor / wholesale,CAA,10
4079,Annabel's,19/04/2022,London,Other,CAU,6
4080,Laytons,19/04/2022,London,Retail,CAM,6
4081,Beaverbrook Townhouse,19/04/2022,London,Hotel,CAR70,2
4082,Novikov Restaurant & Bar,20/04/2022,London,Restaurant,CAR70,4
4083,Sir Drinksalot Ltd,21/04/2022,London,Online Shop,CAR70,36
4084,Tramp,21/04/2022,London,Other,CAR70,36
4085,Nickolls & Perks,21/04/2022,Birmingham,Retail,CAP,6
4086,Tattu Edinburgh,21/04/2022,Edinburgh,Restaurant,CAR70,1
4087,Park Chinois,21/04/2022,London,Restaurant,CAM,1
4088,Bagatelle,22/04/2022,London,Restaurant,CAR70,36
4089,The Secret Lounge,22/04/2022,London,Bar,CAR70,12
4090,Louie London,22/04/2022,London,Restaurant,CAR70,1
4091,La Petite Maison,24/04/2022,London,Restaurant,CAR70,2
4092,Hovarda,25/04/2022,London,Restaurant,CAR70,44
4093,Coya Restaurant,25/04/2022,London,Restaurant,CAR70,23
4094,Pavement Vaults,25/04/2022,York,Restaurant,CAR70,1
4095,Novikov Restaurant & Bar,26/04/2022,London,Restaurant,CAR70,16
4096,A Brands Limited,26/04/2022,London,Other,CAR70,4
4097,One Aldwych,26/04/2022,London,Hotel,CAR70,1
4098,Goodman Canary Wharf,26/04/2022,London,Restaurant,CAR70,1
4099,The NoMad Hotel,27/04/2022,London,Hotel,CAR70,5
4100,Kosmopol Limited,27/04/2022,London,Bar,CAR70,3
4101,Madison ,27/04/2022,London,Restaurant,CAM,1
4102,Hammonds Of Knutsford Plc,28/04/2022,Manchester,Sub-Distributor / wholesale,CAR70,24
4103,Maison Estelle,28/04/2022,London,Other,CAR70,19
4104,Townhouse 22,29/04/2022,London,Hotel,CAR70,8
4105,Hedonism Drinks Ltd,29/04/2022,London,Retail,DDM,7
4106,Corrochio's,29/04/2022,London,Restaurant,CAR70,2
4107,Chiltern Firehouse,29/04/2022,London,Hotel,CAU,1
